Datetime,VHM0,VMDR,VTPK,CardinalDirection
2025-01-01 00:00:00,0.7999999821186066,188.5599998086691,14.349999679252505,S
2025-01-01 03:00:00,0.789999982342124,187.73999982699752,13.829999690875411,S
2025-01-01 06:00:00,0.8099999818950891,188.6699998062104,13.929999688640237,S
2025-01-01 09:00:00,0.8899999801069498,185.2799998819828,14.28999968059361,S
2025-01-01 12:00:00,0.9899999778717756,180.2299999948591,14.809999668970704,S
2025-01-01 15:00:00,1.0599999763071537,162.58000038936734,14.229999681934714,S
2025-01-01 18:00:00,1.1299999747425318,59.28000269830227,12.809999713674188,NE
2025-01-01 21:00:00,1.149999974295497,38.18000316992402,9.279999792575836,NE
2025-01-02 00:00:00,1.149999974295497,32.99000328592956,4.349999902769923,NE
2025-01-02 03:00:00,1.1399999745190144,28.630003383383155,4.359999902546406,NE
2025-01-02 06:00:00,1.0699999760836363,19.950003577396274,9.109999796375632,N
2025-01-02 09:00:00,1.0599999763071537,14.060003709048033,8.849999802187085,N
2025-01-02 12:00:00,1.0599999763071537,12.140003751963377,4.149999907240272,N
2025-01-02 15:00:00,1.099999975413084,15.280003681778908,4.229999905452132,N
2025-01-02 18:00:00,1.1599999740719795,18.410003611817956,4.369999902322888,N
2025-01-02 21:00:00,1.2099999729543924,19.190003594383597,4.469999900087714,N
2025-01-03 00:00:00,0.9899999778717756,20.36000356823206,4.109999908134341,N
2025-01-03 03:00:00,1.0099999774247408,24.85000346787274,3.9899999108165503,NE
2025-01-03 06:00:00,1.1099999751895666,23.450003499165177,4.25999990478158,NE
2025-01-03 09:00:00,1.1599999740719795,19.270003592595458,4.369999902322888,N
2025-01-03 12:00:00,1.2099999729543924,15.230003682896495,18.96999957598746,N
2025-01-03 15:00:00,1.3199999704957008,16.820003647357225,18.839999578893185,N
2025-01-03 18:00:00,1.4399999678134918,20.850003557279706,18.619999583810568,N
2025-01-03 21:00:00,1.4799999669194221,22.6900035161525,17.959999598562717,NE
2025-01-04 00:00:00,1.4899999666959047,22.600003518164158,17.259999614208937,NE
2025-01-04 03:00:00,1.4499999675899744,19.910003578290343,16.219999637454748,N
2025-01-04 06:00:00,1.409999968484044,14.490003699436784,15.769999647513032,N
2025-01-04 09:00:00,1.389999968931079,11.010003777220845,15.589999651536345,N
2025-01-04 12:00:00,1.149999974295497,11.830003758892417,13.959999687969685,N
2025-01-04 15:00:00,1.3299999702721834,16.360003657639027,14.729999670758843,N
2025-01-04 18:00:00,1.459999967366457,19.63000358454883,14.849999668076634,N
2025-01-04 21:00:00,1.4399999678134918,21.550003541633487,14.539999675005674,N
2025-01-05 00:00:00,1.389999968931079,26.0200034417212,14.239999681711197,NE
2025-01-05 03:00:00,1.2799999713897705,37.14000319316983,13.97999968752265,NE
2025-01-05 06:00:00,1.169999973848462,81.28000220656395,14.299999680370092,E
2025-01-05 09:00:00,1.0199999772012234,151.37000063993037,13.809999691322446,SE
2025-01-05 12:00:00,0.9499999787658453,170.8100002054125,14.28999968059361,S
2025-01-05 15:00:00,0.8399999812245369,176.45000007934868,14.169999683275819,S
2025-01-05 18:00:00,0.7399999834597111,179.07000002078712,13.429999699816108,S
2025-01-05 21:00:00,0.6999999843537807,180.64999998547137,12.969999710097909,S
2025-01-06 00:00:00,0.7199999839067459,180.66999998502433,13.019999708980322,S
2025-01-06 03:00:00,0.6099999863654375,179.4300000127405,11.919999733567238,S
2025-01-06 06:00:00,0.6299999859184027,179.99000000022352,12.11999972909689,S
2025-01-06 09:00:00,0.6399999856948853,180.15999999642372,12.099999729543924,S
2025-01-06 12:00:00,0.6499999854713678,180.60999998636544,12.359999723732471,S
2025-01-06 15:00:00,0.6299999859184027,180.63999998569489,12.039999730885029,S
2025-01-06 18:00:00,0.6599999852478504,172.04000017791986,11.379999745637178,S
2025-01-06 21:00:00,0.7699999827891588,127.74000116810203,11.099999751895666,SE
2025-01-07 00:00:00,1.0499999765306711,41.69000309146941,3.9299999121576548,NE
2025-01-07 03:00:00,1.4999999664723873,22.0600035302341,4.829999892041087,N
2025-01-07 06:00:00,1.4699999671429396,9.570003809407353,4.829999892041087,N
2025-01-07 09:00:00,1.3999999687075615,1.7200039848685265,4.619999896734953,N
2025-01-07 12:00:00,1.2799999713897705,0.4100040141493082,4.5099998991936445,N
2025-01-07 15:00:00,1.269999971613288,4.320003926753998,4.549999898299575,N
2025-01-07 18:00:00,1.2499999720603228,10.880003780126572,4.589999897405505,N
2025-01-07 21:00:00,1.2499999720603228,14.270003704354167,4.60999989695847,N
2025-01-08 00:00:00,1.2399999722838402,15.490003677085042,4.589999897405505,N
2025-01-08 03:00:00,1.2099999729543924,13.560003720223904,4.52999989874661,N
2025-01-08 06:00:00,1.1799999736249447,9.550003809854388,4.449999900534749,N
2025-01-08 09:00:00,1.1799999736249447,7.31000385992229,4.419999901205301,N
2025-01-08 12:00:00,0.8899999801069498,7.0800038650631905,3.8899999130517244,N
2025-01-08 15:00:00,1.149999974295497,10.200003795325756,4.109999908134341,N
2025-01-08 18:00:00,1.3099999707192183,13.08000373095274,4.52999989874661,N
2025-01-08 21:00:00,1.2299999725073576,13.360003724694252,4.539999898523092,N
2025-01-09 00:00:00,1.1599999740719795,14.380003701895475,4.3899999018758535,N
2025-01-09 03:00:00,1.2099999729543924,12.81000373698771,4.459999900311232,N
2025-01-09 06:00:00,1.1899999734014273,8.130003841593862,4.4399999007582664,N
2025-01-09 09:00:00,1.1999999731779099,6.950003867968917,4.429999900981784,N
2025-01-09 12:00:00,1.2299999725073576,9.070003820583224,4.479999899864197,N
